Nome: JUIZ DE FORA
Codigo Estacao: A518
Latitude: -21.769965
Longitude: -43.364329
Altitude: 936.88
Situacao: Operante
Data Inicial: 2007-05-25
Data Final: 2020-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2013-09-06;7.4;18;14.691667;11.7;86.291667;3.35;
2013-09-07;0;21.2;15.2125;11.8;78.541667;3.616667;
2013-09-08;0;23.4;16.808333;12.7;76.333333;2.441667;
2013-09-09;0;23.6;17.691667;12.5;72.625;2.004167;
2013-09-10;0;23;17.779167;13.6;78.333333;2.370833;
2013-09-11;0;21.3;16.7375;12.6;74.833333;4.05;
2013-09-12;0;22.1;17.145833;14.1;74.333333;3.4625;
2013-09-13;0;23.9;18.025;12.8;71.583333;3.033333;
2013-09-14;0;25.4;19.416667;14.1;64.833333;3.1125;
2013-09-15;0;26.8;20.691667;15.6;60.083333;2.708333;
2013-09-16;0;27;21.170833;16.5;61.916667;3.745833;
2013-09-17;1.8;24.3;20.2875;17;68.708333;2.570833;
2013-09-18;.2;23.9;19.820833;17.4;80.416667;2.6625;
2013-09-19;.4;24.3;18.829167;15.6;88.458333;1.829167;
2013-09-20;0;26.4;20.591667;16.8;79.833333;2.875;
2013-09-21;0;28.4;21.808333;16.8;69.708333;3.545833;
2013-09-22;0;30.7;23.933333;18.9;59.416667;3.316667;
2013-09-23;0;26.1;22.291667;18.8;73.333333;3.366667;
2013-09-24;26.8;23.5;18.983333;17.8;93.708333;2.425;
2013-09-25;23.6;18.6;14.816667;13.6;91.583333;4.441667;
2013-09-26;0;18.6;12.754167;9.6;78.708333;5.466667;
2013-09-27;0;21.2;13.879167;10;76.333333;3.433333;
2013-09-28;0;21.6;15.354167;11;82.916667;1.9875;
2013-09-29;8.6;17.6;15.4125;12.5;94;2.7375;
2013-09-30;.4;21.2;16.9875;14.5;88.625;1.804167;
2013-10-01;1.8;25.3;19.475;15.9;80.583333;3.441667;
2013-10-02;0;20.4;17.395833;16.2;92;2.116667;
2013-10-03;26.4;24.1;19.183333;15.9;86.041667;1.745833;
2013-10-04;1.2;20.5;18.604167;17.2;94.333333;1.695833;
2013-10-05;8;21.9;17.4;17;86.875;3.6625;
2013-10-06;.2;19.9;14.975;12.4;75.5;4.8125;
2013-10-07;0;15.7;13.045833;12.1;87.166667;3.9625;
2013-10-08;0;15.6;13.016667;11.4;88.375;2.833333;
2013-10-09;1.6;17.5;13.616667;11;87.125;3.4125;
2013-10-10;0;21.2;15.754167;12.1;74.75;3.620833;
2013-10-11;0;21.7;15.904167;12.2;68.75;3.9125;
2013-10-12;.2;21.7;16.254167;12.8;75.875;3.570833;
2013-10-13;0;24.3;18.379167;13.9;65.333333;3.083333;
2013-10-14;0;26.1;20.125;15.7;61.291667;2.758333;
2013-10-15;0;26.7;21.083333;17.9;67;2.979167;
2013-10-16;2.4;21.9;19.0875;17.3;86.708333;1.5375;
2013-10-17;7;22.6;18.483333;16.1;87.625;2.766667;
2013-10-18;2.2;23.2;18.683333;15.1;85;2.029167;
2013-10-19;12.6;27.1;20.104167;15;78.083333;2.779167;
2013-10-20;0;27.3;21.079167;16.5;79.333333;2.633333;
2013-10-21;0;30.5;23.629167;19.9;72.916667;3.275;
2013-10-22;3;25.2;21.658333;17.9;78;3.220833;
2013-10-23;0;28.3;22.145833;17.5;72.125;2.195833;
2013-10-24;0;27.7;22.633333;17.8;65.541667;2.925;
2013-10-25;0;27.2;21.295833;18.2;69.833333;3.616667;
2013-10-26;0;26;20.075;17;78.583333;2.6125;
2013-10-27;0;30.5;21.295833;16.9;71.291667;3.979167;
2013-10-28;0;21.7;16.745833;15.1;75.083333;6.325;
2013-10-29;0;18.4;14.733333;13.2;86.208333;3.058333;
2013-10-30;.2;18.5;14.920833;12.4;90.375;2.283333;
2013-10-31;.4;18;15.925;14;94.583333;2.904167;
2013-11-01;7.8;17.1;15.120833;13.7;92.791667;3.966667;
2013-11-02;.2;22.4;16.720833;12.7;77;3.604167;
2013-11-03;0;25;18.0875;12.7;72.958333;3.120833;
2013-11-04;0;26.9;19.4625;13.7;72.208333;3.1375;
2013-11-05;0;23.9;17.995833;15.8;83.5;3.075;
2013-11-06;5.2;16.6;14.925;13.7;96.416667;3.270833;
2013-11-07;28;16.6;15.35;14.5;97.666667;2.525;
2013-11-08;11.6;22.5;17.5375;14.5;89.333333;2.029167;
2013-11-09;0;26.3;19.683333;15.3;81.75;1.5875;
2013-11-10;.2;27;21.045833;17.5;80.958333;2.354167;
2013-11-11;0;29.4;23.058333;18.1;76.583333;2.995833;
2013-11-12;0;33;26.4875;21;60.875;3.8;
2013-11-13;0;27.5;20.179167;17.6;72.125;5.2875;
2013-11-14;0;24.5;18.475;14.3;69.5;4.108333;
2013-11-15;0;24;18.8375;13.6;74.791667;3.620833;
2013-11-16;0;27.5;21.370833;17.4;72.291667;3.058333;
2013-11-17;0;22.8;18.779167;18.1;81.625;1.845833;
2013-11-18;9.6;20.8;16.508333;14.5;92.708333;1.483333;
2013-11-19;1.6;27.5;21.408333;15.7;77.958333;2.716667;
2013-11-20;0;28.2;22.470833;17.8;69.541667;3.0125;
2013-11-21;0;28.8;22.954167;17.9;64.208333;2.804167;
2013-11-22;0;28.3;21.404167;19.3;70.416667;2.133333;
2013-11-23;33;21.4;17.5625;16.5;95.875;2.445833;
2013-11-24;23.8;18.2;17.0875;16;97;2.3625;
2013-11-25;18.2;18.6;17.525;17;96.458333;2.779167;
2013-11-26;18.2;21;17.929167;16.1;93.333333;2.473913;
2013-11-27;9.6;22.5;18.4125;16.4;91.083333;3.654167;
2013-11-28;.2;25.2;20.145833;17.2;83.833333;3.391667;
2013-11-29;0;28.5;22.745833;18.7;75.916667;2.95;
2013-11-30;13.8;25.3;20.029167;18.1;91.458333;2.283333;
2013-12-01;54.8;23.8;20.075;18.8;94.208333;1.7;
2013-12-02;49.6;22.2;19.208333;18.4;95.833333;2.2375;
2013-12-03;29;29.8;22.329167;17.6;80.083333;3.620833;
2013-12-04;.4;28.8;22.891667;18.7;76.958333;1.7375;
2013-12-05;0;30.3;22.691667;20.4;81.25;2.804167;
2013-12-06;12.8;26.8;20.8125;17.1;80.666667;4.1625;
2013-12-07;0;24.9;20.1625;16.9;83.958333;2.283333;
2013-12-08;2.6;26;20.679167;18;87.375;3.108333;
2013-12-09;0;28;22.304167;19;79.666667;3.0625;
2013-12-10;0;30.1;22.695833;20;75.789474;2.858333;
2013-12-11;70.8;23.9;19.3125;17.5;96.25;2.875;
2013-12-12;27.4;20.1;17.775;17.1;95.916667;4.758333;
2013-12-13;3.8;20.3;17.495833;15.6;94.083333;2.579167;
2013-12-14;3.2;23.5;19.05;16;90.541667;2.445833;
2013-12-15;.2;25.1;20.15;17.9;87.416667;1.65;
2013-12-16;7;25.8;19.770833;17.2;86.416667;2.5875;
2013-12-17;1.2;23.1;18.158333;16.1;91.458333;2.625;
2013-12-18;28.2;24.2;18.670833;15.5;88.666667;3.15;
2013-12-19;0;24.7;19.104167;16.6;86.125;3.641667;
2013-12-20;0;26.7;20.366667;17;81.75;2.829167;
2013-12-21;0;23.7;19.445833;17.7;88.875;2.558333;
2013-12-22;23.8;22.8;19.083333;17.9;95.958333;2.916667;
2013-12-23;64.8;20.6;19.008333;18.1;96.875;2.7;
2013-12-24;6.8;27.4;20.308333;17.7;91.166667;1.304167;
2013-12-25;17;27.2;21.029167;18.6;91.75;1.454167;
2013-12-26;86.2;28.7;22.766667;18.8;80.75;2.308333;
2013-12-27;0;29.7;22.804167;19.1;81.208333;2.695833;
2013-12-28;12.6;27.7;22.779167;18.9;81.166667;2.633333;
2013-12-29;1.2;28.6;23.25;20;76.041667;2.708333;
2013-12-30;.6;28.8;23.0875;19.9;78.166667;2.458333;
2013-12-31;8.4;30;23.654167;20;78.5;2.945833;
2014-01-01;0;31.5;24.545833;20.7;72.458333;2.354167;
2014-01-02;35.2;30;23.6875;18.1;80.5;2.4375;
2014-01-03;0;31.1;25.695833;21.4;71.083333;2.2625;
2014-01-04;0;31.2;25.2375;21.4;71.166667;2.779167;
2014-01-05;0;28.5;23.675;20.4;72.083333;3.008333;
2014-01-06;0;26.8;21.770833;17.8;74.791667;2.958333;
2014-01-07;0;26;20.979167;16.2;69.166667;3.691667;
2014-01-08;0;27.4;21.625;16.6;72.583333;2.895833;
2014-01-09;0;28.7;22.891667;18.2;71.708333;2.933333;
2014-01-10;0;28;22.154167;18;76.083333;2.604167;
2014-01-11;0;29.7;23.466667;19;73.208333;2.966667;
2014-01-12;0;30.6;24.666667;20.5;64.708333;2.633333;
2014-01-13;0;29.5;24.004167;19.5;71.583333;2.879167;
2014-01-14;0;29.8;23.766667;19.2;70.958333;2.3;
2014-01-15;0;30.6;25.008333;19.9;60.75;2.3375;
2014-01-16;0;30.6;23.929167;20;65.583333;2.404167;
2014-01-17;40.4;26.2;19.745833;17.1;85.083333;3.254167;
2014-01-18;34.4;26.7;20.108333;17;82.375;2.041667;
2014-01-19;.4;26.5;20.770833;17.4;81.5;1.733333;
2014-01-20;.2;28.5;21.7875;17.9;77.875;2.070833;
2014-01-21;0;28.9;22.904167;18.3;74.5;2.366667;
2014-01-22;0;30.5;23.145833;18.9;71.291667;3.304167;
2014-01-23;7.2;30.2;22.941667;18.5;74.916667;2.645833;
2014-01-24;20.8;29.2;22.583333;17.4;71.666667;2.783333;
2014-01-25;0;29.3;24.0375;19.3;64.875;2;
2014-01-26;0;29;24.191667;20.4;65.791667;1.741667;
2014-01-27;0;28.9;23.845833;19.2;65.041667;2.791667;
2014-01-28;0;29;23.375;19;63.875;2.895833;
2014-01-29;0;28;22.4625;17.1;62.791667;2.158333;
2014-01-30;0;27.8;23.008333;18.3;67.375;2.7125;
2014-01-31;0;29.8;23.425;17.9;64.583333;2.804167;
2014-02-01;0;29;23.716667;18.9;65.458333;2.641667;
2014-02-02;0;29.2;24.216667;19.7;66.25;2.408333;
2014-02-03;0;29.8;23.683333;19;68.916667;2.6375;
2014-02-04;0;29.9;24.183333;19.2;68.083333;2.841667;
2014-02-05;0;29;23.3;18.5;68.291667;3.341667;
2014-02-06;0;28.2;23.029167;17.7;68.166667;3.058333;
2014-02-07;0;29.5;23.516667;18.5;69.333333;2.566667;
2014-02-08;0;29.6;24.283333;19.5;63.083333;2.758333;
2014-02-09;0;29.2;23.9;18.9;62.375;2.533333;
2014-02-10;0;30.1;24.241667;18.9;59.458333;2.575;
2014-02-11;0;27.9;22.420833;17.8;65.708333;2.570833;
2014-02-12;0;29.2;22.733333;17.4;60.541667;2.420833;
2014-02-13;0;29.9;23.808333;18.3;58.75;2.508333;
2014-02-14;0;30;24.320833;20.3;62.958333;2.6375;
2014-02-15;0;25.4;21.170833;18.2;82.791667;2.05;
2014-02-16;21.8;24.2;20.125;18.6;88.958333;1.8625;
2014-02-17;3.2;19.6;18.170833;17.5;95.541667;2.245833;
2014-02-18;34.2;24.9;19.141667;16.4;86.458333;3.25;
2014-02-19;.8;25.9;19.966667;16.3;78.958333;2.358333;
2014-02-20;2;27.3;21.379167;16.9;69.5;2.75;
2014-02-21;0;27.9;21.958333;17.5;72.083333;2.579167;
2014-02-22;0;27.1;21.9875;17.9;69.625;3.441667;
2014-02-23;0;28.4;22.725;18.5;74.291667;3.783333;
2014-02-24;.2;28.4;23.216667;19.4;71.916667;2.929167;
2014-02-25;0;28.5;22.5875;18.4;72.291667;2.5;
2014-02-26;0;28.4;22.958333;18.5;68.541667;2.658333;
2014-02-27;0;30.5;24.270833;18.9;65.458333;2.754167;
2014-02-28;0;29.3;23.466667;20.6;67.75;2.970833;
2014-03-01;13.4;27.9;20.620833;17.3;80.208333;3.408333;
2014-03-02;2.8;26;20.429167;17.8;85.125;2.258333;
2014-03-03;0;26.2;20.716667;17.1;80.5;2.533333;
2014-03-04;0;26.1;20.970833;17.5;77.125;3.15;
2014-03-05;0;26.4;21.025;17.6;80.25;2.904167;
2014-03-06;0;22.2;20.1625;18.7;88.416667;2.104167;
2014-03-07;17.4;26.2;19.958333;15.5;79.166667;1.8875;
2014-03-08;1.4;21.7;19.145833;18.3;91.875;2.2125;
2014-03-09;10.6;26.8;20.979167;17;85.083333;2.141667;
2014-03-10;0;27.3;22.008333;18.4;79.208333;2.604167;
2014-03-11;.2;27.2;22.1875;18.8;78.75;2.520833;
2014-03-12;0;28.4;23.304167;18.7;68.166667;2.6125;
2014-03-13;0;27.5;21.991667;18.3;77.666667;3.041667;
2014-03-14;0;28;22.066667;18.7;73.875;3.333333;
2014-03-15;0;28.2;22.270833;18.4;75.041667;2.425;
2014-03-16;0;27.8;22.729167;18.4;69.875;2.320833;
2014-03-17;0;28.5;22.470833;17.9;69.833333;2.495833;
2014-03-18;0;28.4;22.7375;18.3;65.041667;2.316667;
2014-03-19;0;27.1;22.704167;18.5;66.791667;2.795833;
2014-03-20;0;28.9;23.2625;19.1;69.5;2.9;
2014-03-21;8.4;30.4;24.191667;20.4;71.458333;2.558333;
2014-03-22;13.2;27.1;22.191667;19.3;84.958333;2.183333;
2014-03-23;11.8;21.5;18.633333;16.6;90.916667;4.679167;
2014-03-24;.2;21.8;18.2375;15.9;85.666667;3.1375;
2014-03-25;0;22.4;18.041667;15.4;86.541667;2.920833;
2014-03-26;0;25.4;18.7875;16.6;89.625;3.083333;
2014-03-27;12.2;24.8;19.504167;16.4;84.333333;2.3625;
2014-03-28;.4;24.4;20.179167;17.5;82.416667;3.241667;
2014-03-29;0;24.1;19.970833;17.7;82.625;2.0375;
2014-03-30;0;25.7;21.275;18.3;82.083333;2.570833;
2014-03-31;10.4;26.8;20.7;17.7;87.291667;1.55;
2014-04-01;8.4;25.5;20.5125;17.9;89.583333;1.7125;
2014-04-02;6.8;26.4;21.045833;18;87.708333;1.541667;
2014-04-03;38.4;24.9;20;17.9;92;2.316667;
2014-04-04;.2;23.3;19.3875;17.7;91.625;2.0875;
2014-04-05;19.4;24.9;19.9;16.8;82.041667;2.633333;
2014-04-06;0;25.6;20.029167;16.4;77.916667;2.175;
2014-04-07;0;27.4;20.554167;15.1;73.708333;1.6125;
2014-04-08;.2;26.7;21.3125;17.4;77.541667;1.108333;
2014-04-09;0;27.9;21.825;17.7;81.5;1.454167;
2014-04-10;0;28;22.875;19.5;79.75;1.595833;
2014-04-11;0;26.6;21.0125;17.6;80.75;2.3875;
2014-04-12;0;25.6;21.104167;18.6;80.833333;3.083333;
2014-04-13;0;27.2;22.158333;19.6;76.375;2.358333;
2014-04-14;12.2;23.1;18.854167;18.3;92.958333;3.570833;
2014-04-15;.6;21.2;17.454167;15.8;92.25;3.6875;
2014-04-16;22.6;20.9;17.908333;16.4;94;1.9625;
2014-04-17;0;24.1;19.6125;17.1;87.458333;1.7375;
2014-04-18;0;26.4;21.220833;18.1;80.666667;1.25;
2014-04-19;.2;26.7;21.133333;17.7;83.666667;1.866667;
2014-04-20;.4;28.1;21.25;17.9;81.083333;2.245833;
2014-04-21;8.4;25.1;20;16.5;84.125;3.2;
2014-04-22;0;25.4;20.291667;17.2;84.291667;1.804167;
2014-04-23;6;24.9;20.391667;18.4;89.25;1.8125;
2014-04-24;7.4;20.7;18.154167;17.5;93.041667;3.208333;
2014-04-25;2.4;20.1;16.579167;14.3;85.375;4.595833;
2014-04-26;0;20.4;15.8;13.3;79.041667;3.308333;
2014-04-27;0;20.4;15.416667;12.4;80.958333;3.329167;
2014-04-28;0;20;14.879167;12.4;82.375;3.475;
2014-04-29;0;19.5;14.620833;10.2;67.791667;1.775;
2014-04-30;0;20;15.458333;11;71.208333;3.266667;
2014-05-01;0;22.1;16.795833;13;71.125;2.216667;
2014-05-02;0;24.6;19.404167;14.6;61.125;2.3125;
2014-05-03;0;22.3;18.166667;14.3;72.916667;2.520833;
2014-05-04;0;23.2;18.6;15.4;79.916667;2.275;
2014-05-05;0;24.7;19.408333;15.6;73.375;2.2375;
2014-05-06;0;24.9;20.925;17.5;66.458333;1.891667;
2014-05-07;0;24.4;20.858333;17.4;69.75;1.866667;
2014-05-08;0;25.4;21.004167;15.7;73.625;1.516667;
2014-05-09;0;25.6;19.691667;16.5;79.916667;3.158333;
2014-05-10;0;19.7;15.970833;13.9;83.458333;5.083333;
2014-05-11;0;18.5;15.0375;12.6;82.541667;2.845833;
2014-05-12;0;18.4;14.445833;11.3;71.375;3.05;
2014-05-13;0;22.8;16.65;11.7;66.458333;1.529167;
2014-05-14;0;23.3;18.204167;12.8;68.5;1.183333;
2014-05-15;0;24;18.604167;14.9;70.583333;1.341667;
2014-05-16;.2;24.1;18.608333;13.5;75.5;1.320833;
2014-05-17;0;23.2;18.404167;15.3;76.25;2.9875;
2014-05-18;0;19.9;17.208333;15.6;86.125;1.920833;
2014-05-19;.2;21.8;17.195833;14.2;85.5;2.4125;
2014-05-20;0;22.4;17.658333;14.4;81.958333;1.754167;
2014-05-21;0;22.8;18.0875;14.7;77.958333;2.791667;
2014-05-22;0;26.1;20.016667;15.5;66.666667;2.758333;
2014-05-23;0;27.4;21.0625;17.5;71.958333;2.508333;
2014-05-24;1.2;19.3;17.2375;16.2;92.291667;3.291667;
2014-05-25;.4;18.6;16.295833;14.9;93.708333;2.183333;
2014-05-26;10.4;20.5;17.9875;16.2;94.791667;2.333333;
2014-05-27;.4;23.9;18.991667;17.1;80.958333;3.091667;
2014-05-28;0;18.2;14.75;12.9;88.875;3.908333;
2014-05-29;0;19.4;14.858333;12.3;85.583333;1.954167;
2014-05-30;0;19.7;15.0125;12.3;83.208333;1.829167;
2014-05-31;0;21.1;15.979167;12;75.5;2.4125;
2014-06-01;.2;22.3;16.570833;12.2;81.958333;2.004167;
2014-06-02;5.6;23;17.829167;14;82.583333;2.116667;
2014-06-03;.2;19.9;15.325;12.5;85.666667;2.670833;
2014-06-04;0;20;15.35;12.1;86.083333;1.920833;
2014-06-05;.2;23.1;17.745833;13.5;83.208333;2.329167;
2014-06-06;0;24.5;19.579167;15.3;80.083333;2.691667;
2014-06-07;0;25.1;20.3;17.3;74.083333;3.35;
2014-06-08;0;24.1;19.504167;16.2;66.75;3.691667;
2014-06-09;0;25;19.404167;16.3;70.666667;3.520833;
2014-06-10;.2;20.8;17.0125;15.5;90.791667;3.9625;
2014-06-11;0;21.3;17.145833;15;84.875;2.995833;
2014-06-12;.6;20.8;17.158333;14.7;81.625;3.770833;
2014-06-13;.2;21.9;17.441667;15.2;86.166667;3.0375;
2014-06-14;.2;21.7;17.475;15;83.416667;2.558333;
2014-06-15;0;22.7;18.029167;14.6;80.25;2.0375;
2014-06-16;0;21.5;17.558333;15.3;83.083333;1.466667;
2014-06-17;0;23.7;18.129167;14.4;74.25;1.745833;
2014-06-18;0;23.1;17.995833;14.6;80.75;2.0875;
2014-06-19;25.8;18.7;14.920833;13.3;90.166667;4.108333;
2014-06-20;0;16.7;13.741667;12.1;94.041667;1.9375;
2014-06-21;.4;18.7;15.070833;13.4;91;1.8125;
2014-06-22;0;19.9;15.354167;13;86.5;2.229167;
2014-06-23;0;19.5;15.1;12.5;84.708333;2.333333;
2014-06-24;.2;21.7;16.258333;12.7;79.166667;1.541667;
2014-06-25;0;22;16.929167;13.2;72.333333;1.979167;
2014-06-26;0;22.9;17.483333;13.6;72.75;2.8875;
2014-06-27;0;24.4;18.925;14.8;68.625;2.9625;
2014-06-28;0;23.5;19.0875;14.9;71.708333;2.916667;
2014-06-29;0;24.1;19.8125;16.5;71.083333;2.820833;
2014-06-30;0;23.3;19.441667;16.4;76.291667;2.695833;
2014-07-01;0;24.9;19.604167;15.3;64.791667;2.845833;
2014-07-02;0;24.6;18.625;14.2;74.583333;1.75;
2014-07-03;0;23.8;18.783333;15;79.041667;1.541667;
2014-07-04;0;24.6;19.791667;16.3;71.666667;1.691667;
2014-07-05;0;22;18.175;15.6;75.75;2.216667;
2014-07-06;0;21.6;17.358333;14.6;78.5;2.983333;
2014-07-07;.2;22;18.008333;15;74.083333;2.979167;
2014-07-08;0;21.8;17.370833;14.5;80.083333;2.116667;
2014-07-09;0;21.1;16.641667;14.2;83.458333;2.445833;
2014-07-10;3;18.2;15.9125;14.6;92.541667;.979167;
2014-07-11;4.6;18.3;14.779167;13.1;92.375;3.35;
2014-07-12;0;19.3;14.7125;12.8;87.916667;2.345833;
2014-07-13;0;17.7;14.620833;12.9;84;2.004167;
2014-07-14;0;17.8;13.916667;11.9;80.875;2.966667;
2014-07-15;0;18.7;14.116667;11.5;77.833333;1.983333;
2014-07-16;0;20.4;15.308333;11.1;77.541667;2.595833;
2014-07-17;0;22.9;17.604167;12.9;72.666667;2.170833;
2014-07-18;0;25.9;19.041667;13.8;66.666667;3.179167;
2014-07-19;0;21;14.645833;12.2;82.916667;3.945833;
2014-07-20;0;16.7;12.879167;10.3;86.25;1.9625;
2014-07-21;0;18.9;14.033333;11.2;85.208333;1.5875;
2014-07-22;0;20.4;15.204167;11.5;75.458333;3.220833;
2014-07-23;0;21;15.858333;11.6;74.791667;3.045833;
2014-07-24;0;23.1;17.7375;14.2;73.625;3.658333;
2014-07-25;7.4;18.4;16.408333;15;89.625;2.458333;
2014-07-26;7.8;16.4;14.566667;13.5;96.083333;1.1875;
2014-07-27;4.8;15.9;14.5375;13.7;95.208333;.583333;
2014-07-28;0;16.7;14.316667;13.3;93.666667;2.779167;
2014-07-29;5.2;17.1;13.879167;11.9;89.291667;2.316667;
2014-07-30;.8;18.5;13.825;10.6;77.833333;2.5875;
2014-07-31;0;20.4;14.416667;10.1;79.333333;2.191667;
2014-08-01;.2;21.9;15.970833;10.9;78.791667;1.691667;
2014-08-02;0;24.7;18.454167;13.3;66.791667;2.266667;
2014-08-03;0;27;20.783333;15.2;57.125;1.770833;
2014-08-04;0;27.7;21.920833;16.4;46.458333;2.6875;
2014-08-05;0;23.4;16.425;15.4;71.083333;6.725;
2014-08-06;0;18.9;12.875;8.7;69.375;3.5;
2014-08-07;0;22.6;15.0125;9.5;64.75;2.175;
2014-08-08;0;22.6;16.45;12.1;59.375;3.579167;
2014-08-09;0;20.1;15.316667;12.9;84.333333;3.108333;
2014-08-10;0;20.4;15.979167;13.4;76.541667;2.741667;
2014-08-11;0;23.8;17.679167;13;62.75;2.629167;
2014-08-12;0;25.8;19.375;14.3;55.125;2.933333;
2014-08-13;0;25.7;19.208333;15.8;65.916667;4.470833;
2014-08-14;0;14.4;11.470833;9.8;92.083333;4.933333;
2014-08-15;0;16.4;13.179167;10;88.833333;2.829167;
2014-08-16;0;17.2;14.725;12;86.25;2.566667;
2014-08-17;1.4;19.2;15.308333;13.5;90.458333;2.208333;
2014-08-18;3;23.6;17.191667;13.6;82.833333;1.470833;
2014-08-19;0;23;16.8875;14.2;83.916667;1.65;
2014-08-20;0;22.5;17.091667;13.7;77.083333;1.704167;
2014-08-21;0;23.1;17.204167;13.7;75.583333;1.8625;
2014-08-22;0;27;19.741667;14.1;58.458333;2.341667;
2014-08-23;0;26.6;20.8375;15.5;49.75;2.291667;
2014-08-24;0;26.3;20.291667;15.3;43.958333;3.6125;
2014-08-25;0;26.9;20.645833;15.3;39.375;3.475;
2014-08-26;0;28.1;21.779167;16.6;46;3.6;
2014-08-27;0;26.5;19.858333;17.1;69.333333;3.279167;
2014-08-28;5.8;14.8;13.645833;13.2;97.75;2.3875;
2014-08-29;1.2;15.4;12.958333;11.3;96.416667;2.033333;
2014-08-30;.6;16.7;14.033333;11.8;93.625;1.704167;
2014-08-31;0;24.9;17.779167;13;83.875;2.758333;
2014-09-01;.6;25.9;19.841667;14.5;68.666667;4.070833;
2014-09-02;0;27.6;21.2875;16.6;57.708333;2.575;
2014-09-03;1.2;26.9;19.383333;14.5;77.291667;3.679167;
2014-09-04;.4;20.1;15.9875;13.8;79.291667;6.075;
2014-09-05;0;19.2;13.929167;10.4;74.75;4.279167;
2014-09-06;0;18.6;13.654167;10.4;73.125;5.216667;
2014-09-07;0;23;15.920833;10.7;66.708333;3.025;
2014-09-08;0;22.5;17.291667;13.1;62.166667;2.891667;
2014-09-09;0;24.1;18.6125;13.5;61.583333;3.295833;
2014-09-10;0;25.6;19.254167;13.9;60.791667;3.5375;
2014-09-11;0;28.4;21.25;15.7;52;3.475;
2014-09-12;0;27.6;21.7;16.3;49.5;2.566667;
2014-09-13;0;25.4;18.429167;13.4;68.25;3.245833;
2014-09-14;0;25.8;19.233333;13.6;64;3.008333;
2014-09-15;0;26.6;20.129167;14.9;60.083333;3.6625;
2014-09-16;0;30.7;21.495833;17.4;53.666667;3.6125;
2014-09-17;2;21.7;17.025;14.8;89.416667;3.154167;
2014-09-18;0;24.8;18.379167;15.3;81.75;3.1375;
2014-09-19;0;25.9;20.191667;15.9;72.166667;3.791667;
2014-09-20;0;27.1;21.995833;18.2;59.166667;2.925;
2014-09-21;0;22.6;18.5625;18;80.75;3.654167;
2014-09-22;.2;21.8;15.3375;12.1;73.083333;5.745833;
2014-09-23;0;24.5;16.875;11.3;67.875;2.7375;
2014-09-24;.2;26.7;18.866667;12.3;61.125;3.816667;
2014-09-25;0;27;21.229167;16.4;47.708333;3.0375;
2014-09-26;0;26.3;21.895833;18.9;54.291667;2.958333;
2014-09-27;0;29.5;22.054167;17.9;63.375;2.933333;
2014-09-28;0;26;20.6;16.3;78.333333;2.45;
2014-09-29;0;29.6;22.920833;17.6;68.541667;2.975;
2014-09-30;1.4;32.4;22.558333;19.4;73.416667;3.5625;
2014-10-01;11.4;27.3;22.1875;18;77.333333;3.475;
2014-10-02;0;23;18.1125;16.2;74.333333;7.858333;
2014-10-03;0;20.4;14.420833;10.7;73.166667;5.5;
2014-10-04;0;20;13.675;10.4;67.5;3.566667;
2014-10-05;0;20;14.045833;9;59.541667;4.05;
2014-10-06;0;20.5;14.495833;9.4;68.375;3.9;
2014-10-07;0;21.9;15.9375;11.6;67.333333;3.370833;
2014-10-08;0;25;17.658333;12.1;64.458333;3.458333;
2014-10-09;0;26;18.916667;13.6;65.083333;3.566667;
2014-10-10;0;28.5;20.708333;14.2;62.083333;2.9375;
2014-10-11;0;31.3;24.208333;17.9;41.208333;3.166667;
2014-10-12;0;32.5;26.241667;21.1;36.541667;3.254167;
2014-10-13;0;33.2;26.245833;20.4;36.625;2.966667;
2014-10-14;0;35;25.525;21.1;46.625;3.8375;
2014-10-15;0;31.2;22.795833;16.9;67.708333;3.179167;
2014-10-16;0;28.5;21.254167;17.2;71.916667;3.025;
2014-10-17;0;32.7;24.841667;18.7;58.125;2.825;
2014-10-18;0;33.8;25.5125;18.6;55.208333;2.2625;
2014-10-19;0;35;25.683333;20;57;2.895833;
2014-10-20;20;26.1;20.0375;18;81.625;4.983333;
2014-10-21;1;17.8;15.9375;15.7;92.875;4.4875;
2014-10-22;.2;18.5;15.2875;12.8;83.875;2.9625;
2014-10-23;0;25.2;17.691667;13.2;74.666667;3.2875;
2014-10-24;0;27.5;19.283333;13.4;71.458333;2.695833;
2014-10-25;0;22.5;18.470833;15.7;82.208333;2.725;
2014-10-26;6.6;21.4;18.133333;16.1;88;2.425;
2014-10-27;25.6;24.2;18.2125;15.1;81.625;3.291667;
2014-10-28;0;24.8;18.3375;13;70.25;3.033333;
2014-10-29;0;26.6;19.629167;14.4;71.208333;3.604167;
2014-10-30;0;26.4;20.3875;17.5;78;3.5375;
2014-10-31;0;28.9;23.033333;19.2;69.541667;3.6625;
2014-11-01;0;29.4;23.341667;19;68;2.766667;
2014-11-02;0;30.3;23.820833;19.4;62.833333;2.875;
